input.pincode,output.city,output.state,output.lat,output.lon,output.hub,output.hub_pin,output.hub_city,output.ogl_distance,output.distance_from_hub,output.serviceable_flag
133204,Yamuna Nagar,Haryana,30.4153,77.31,Dehradun,,,,70.6711,serveciable
133205,Ambala,Haryana,30.1771,77.0,Dehradun,,,,101.3288,serveciable
133206,Yamuna Nagar,Haryana,30.34262,77.17,Dehradun,,,,83.5052,serveciable
133207,Ambala,Haryana,30.25717,77.05,Dehradun,,,,95.3954,serveciable
133301,Panchkula,Haryana,30.76158,76.89,Dehradun,,,,120.1291,serveciable
133302,Panchkula,Haryana,30.86196,76.92,Dehradun,,,,122.4353,serveciable
134003,Ambala,Haryana,30.40231,76.76,Dehradun,,,,123.0659,serveciable
134005,Ambala,Haryana,30.35511,76.8,Dehradun,,,,119.0269,serveciable
134007,Ambala,Haryana,30.39876,76.81,Dehradun,,,,118.2556,serveciable
134101,Panchkula,Haryana,30.77888,76.9,Dehradun,,,,120.0299,serveciable
134102,Panchkula,Haryana,30.82996,76.9,Dehradun,,,,122.4751,serveciable
134103,Panchkula,Haryana,30.62253,76.92,Dehradun,,,,112.152,serveciable
134104,Panchkula,Haryana,30.77157,76.92,Dehradun,,,,117.954,serveciable
134107,Panchkula,Haryana,30.7287,76.9,Dehradun,,,,117.8452,serveciable
134108,Panchkula,Haryana,30.71517,76.92,Dehradun,,,,115.5133,serveciable
134109,Panchkula,Haryana,30.75351,76.86,Dehradun,,,,122.4245,serveciable
134112,Panchkula,Haryana,30.68405,76.86,Dehradun,,,,119.7043,serveciable
134113,Panchkula,Haryana,30.68056,76.84,Dehradun,,,,121.3922,serveciable
134114,Panchkula,Haryana,30.7211,76.86,Dehradun,,,,121.1016,serveciable
134116,Panchkula,Haryana,30.66593,76.89,Dehradun,,,,116.3413,serveciable
134117,Panchkula,Haryana,30.66564,76.86,Dehradun,,,,119.057,serveciable
134118,Panchkula,Haryana,30.57584,76.95,Dehradun,,,,107.9984,serveciable
134201,Ambala,Haryana,30.44322,76.95,Dehradun,,,,105.3079,serveciable
134202,Panchkula,Haryana,30.42641,77.03,Dehradun,,,,97.4788,serveciable
134203,Ambala,Haryana,30.4483,77.12,Dehradun,,,,89.2192,serveciable
134204,Panchkula,Haryana,30.61351,77.04,Dehradun,,,,100.8879,serveciable
134205,Panchkula,Haryana,30.66537,77.08,Dehradun,,,,99.2503,serveciable
135001,Yamuna Nagar,Haryana,30.11652,77.27,Dehradun,,,,77.6966,serveciable
135002,Yamuna Nagar,Haryana,30.12035,77.2,Dehradun,,,,84.005,serveciable
135003,Yamuna Nagar,Haryana,30.20165,77.29,Dehradun,,,,73.4291,serveciable
135004,Yamuna Nagar,Haryana,30.10235,77.3,Dehradun,,,,75.4758,serveciable
135021,Yamuna Nagar,Haryana,30.32026,77.49,Dehradun,,,,52.8004,serveciable
135101,Yamuna Nagar,Haryana,30.16514,77.4,Dehradun,,,,64.151,serveciable
135102,Yamuna Nagar,Haryana,30.3176,77.31,Dehradun,,,,70.0802,serveciable
135103,Yamuna Nagar,Haryana,30.30608,77.41,Dehradun,,,,60.5305,serveciable
135106,Yamuna Nagar,Haryana,30.31565,77.56,Dehradun,,,,46.0994,serveciable
135133,Yamuna Nagar,Haryana,30.05247,77.17,Dehradun,,,,89.1296,serveciable
136020,Kaithal,Haryana,29.8846,76.62,Dehradun,,,,145.2945,serveciable
136021,Kaithal,Haryana,29.81872,76.63,Ghaziabad,,,,141.6919,serveciable
136026,Kaithal,Haryana,29.70215,76.61,Ghaziabad,,,,132.4588,serveciable
136027,Kaithal,Haryana,29.77005,76.39,Delhi,,,,152.019,serveciable
136030,Kurukshetra,Haryana,29.96974,76.53,Dehradun,,,,150.6128,serveciable
136033,Kaithal,Haryana,29.9204,76.34,Ghaziabad,,,,167.7711,serveciable
136034,Kaithal,Haryana,30.06985,76.33,Dehradun,,,,166.861,serveciable
136035,Kaithal,Haryana,29.96752,76.24,Dehradun,,,,177.7043,serveciable
136038,Kurukshetra,Haryana,29.90325,76.87,Dehradun,,,,122.1301,serveciable
136042,Kaithal,Haryana,29.75731,76.64,Ghaziabad,,,,135.5704,serveciable
136043,Kaithal,Haryana,29.68173,76.53,Ghaziabad,,,,135.7278,serveciable
136044,Kaithal,Haryana,29.56477,76.45,Delhi,,,,129.6918,serveciable
136117,Kaithal,Haryana,29.67912,76.28,Delhi,,,,149.6045,serveciable
136118,Kurukshetra,Haryana,29.96662,76.86,Dehradun,,,,120.4402,serveciable
136119,Kurukshetra,Haryana,29.97813,76.74,Dehradun,,,,130.9718,serveciable
136128,Kurukshetra,Haryana,30.00734,76.57,Dehradun,,,,145.7983,serveciable
136129,Kurukshetra,Haryana,30.10507,76.66,Dehradun,,,,134.9357,serveciable
136130,Kurukshetra,Haryana,30.10222,76.76,Dehradun,,,,125.5717,serveciable
136131,Kurukshetra,Haryana,29.98971,76.92,Dehradun,,,,114.1333,serveciable
136132,Kurukshetra,Haryana,30.03763,77.03,Dehradun,,,,102.3783,serveciable
136135,Kurukshetra,Haryana,30.15349,76.84,Dehradun,,,,116.933,serveciable
136136,Kurukshetra,Haryana,30.15558,76.72,Dehradun,,,,128.2746,serveciable
136156,Kurukshetra,Haryana,30.09639,76.97,Dehradun,,,,106.0465,serveciable
140001,Ropar,Punjab,30.95637,76.56,Dehradun,,,,157.7892,serveciable
140101,Mohali,Punjab,30.79033,76.5,Dehradun,,,,156.084,serveciable
140102,Mohali,Punjab,30.83544,76.45,Dehradun,,,,162.2491,serveciable
140103,Ropar,Punjab,30.83885,76.57,Dehradun,,,,151.6643,serveciable
140108,Ropar,Punjab,30.91628,76.58,Dehradun,,,,154.1633,serveciable
140109,Mohali,Punjab,30.89618,76.68,Dehradun,,,,144.5737,serveciable
140110,Mohali,Punjab,30.8629,76.72,Dehradun,,,,139.5462,serveciable
140111,Ropar,Punjab,30.94978,76.4,Dehradun,,,,171.3655,serveciable
140112,Ropar,Punjab,30.89203,76.42,Dehradun,,,,167.1525,serveciable
140113,Ropar,Punjab,31.03999,76.57,Dehradun,,,,161.22,serveciable
140114,Ropar,Punjab,31.10809,76.61,Dehradun,,,,161.7742,serveciable
140115,Mohali,Punjab,31.19346,76.6,Dehradun,,,,167.7764,serveciable
140116,Ropar,Punjab,31.22512,76.56,Dehradun,,,,172.9074,serveciable
140117,Rupnagar,Punjab,31.18208,76.43,Dehradun,,,,180.6761,serveciable
140118,Ropar,Punjab,31.23763,76.5,Dehradun,,,,178.4002,serveciable
140119,Ropar,Punjab,31.08015,76.53,Dehradun,,,,166.7277,serveciable
140123,Ropar,Punjab,31.28052,76.47,Dehradun,,,,183.4483,serveciable
140124,Ropar,Punjab,31.39203,76.39,Dehradun,,,,196.8462,serveciable
140125,Ropar,Punjab,31.34563,76.4,Dehradun,,,,193.0511,serveciable
140126,Ropar,Punjab,31.35353,76.36,Dehradun,,,,196.6626,serveciable
140133,Ropar,Punjab,31.28276,76.42,Dehradun,,,,187.5105,serveciable
140201,Mohali,Punjab,30.61404,76.84,Dehradun,,,,119.261,serveciable
140301,Ropar,Punjab,30.7641,76.66,Dehradun,,,,140.6903,serveciable
140306,Mohali,Punjab,30.62121,76.73,Dehradun,,,,129.6489,serveciable
140307,Mohali,Punjab,30.65937,76.64,Dehradun,,,,139.0484,serveciable
140308,Mohali,Punjab,30.67111,76.72,Dehradun,,,,132.0313,serveciable
140401,Patiala,Punjab,30.45115,76.62,Dehradun,,,,136.8649,serveciable
140402,Patiala,Punjab,30.49022,76.58,Dehradun,,,,141.1378,serveciable
140405,Fatehgarh Sahib,Punjab,30.57255,76.34,Dehradun,,,,165.1715,serveciable
140406,Fatehgarh Sahib,Punjab,30.60845,76.44,Dehradun,,,,156.4356,serveciable
140407,Fatehgarh Sahib,Punjab,30.6269,76.39,Dehradun,,,,161.5275,serveciable
140412,Fatehgarh Sahib,Punjab,30.71766,76.44,Dehradun,,,,159.2014,serveciable
140413,Ropar,Punjab,30.73142,76.56,Dehradun,,,,148.6122,serveciable
140417,Patiala,Punjab,30.43538,76.7,Dehradun,,,,129.0706,serveciable
140501,Mohali,Punjab,30.45419,76.85,Dehradun,,,,114.9705,serveciable
140506,Mohali,Punjab,30.52934,76.8,Dehradun,,,,120.9366,serveciable
140507,Mohali,Punjab,30.584,76.86,Dehradun,,,,116.5767,serveciable
140601,Patiala,Punjab,30.55051,76.71,Dehradun,,,,129.8392,serveciable
140602,Patiala,Punjab,30.604,76.58,Dehradun,,,,143.2056,serveciable
140603,Mohali,Punjab,30.63436,76.82,Dehradun,,,,121.7074,serveciable
140604,Mohali,Punjab,30.67961,76.83,Dehradun,,,,122.2668,serveciable
140701,Patiala,Punjab,30.39956,76.56,Dehradun,,,,142.2032,serveciable
140702,Patiala,Punjab,30.32229,76.66,Dehradun,,,,132.4538,serveciable
140802,Fatehgarh Sahib,Punjab,30.79849,76.39,Dehradun,,,,166.3451,serveciable
140901,Mohali,Punjab,30.80399,76.77,Dehradun,,,,132.5234,serveciable
141001,Ludhiana,Punjab,30.9127,75.82,Dehradun,,,,222.0862,serveciable
141002,Ludhiana,Punjab,30.88585,75.84,Dehradun,,,,219.4249,serveciable
141003,Ludhiana,Punjab,30.8853,75.87,Dehradun,,,,216.6549,serveciable
141004,Ludhiana,Punjab,30.90082,75.81,Dehradun,,,,222.634,serveciable
141006,Ludhiana,Punjab,30.86273,75.86,Dehradun,,,,216.897,serveciable
141007,Ludhiana,Punjab,30.96778,75.91,Dehradun,,,,215.7434,serveciable
141008,Ludhiana,Punjab,30.95558,75.77,Dehradun,,,,228.0291,serveciable
141010,Ludhiana,Punjab,30.89691,75.91,Dehradun,,,,213.3547,serveciable
141012,Ludhiana,Punjab,30.88978,75.79,Dehradun,,,,224.1368,serveciable
141013,Ludhiana,Punjab,30.87357,75.83,Dehradun,,,,219.9772,serveciable
141014,Ludhiana,Punjab,30.86936,75.89,Dehradun,,,,214.3346,serveciable
141015,Ludhiana,Punjab,30.92431,75.93,Dehradun,,,,212.4276,serveciable
141016,Ludhiana,Punjab,30.85068,75.89,Dehradun,,,,213.7819,serveciable
141017,Ludhiana,Punjab,30.85686,75.93,Dehradun,,,,210.2832,serveciable
141101,Ludhiana,Punjab,30.83575,75.67,Dehradun,,,,233.7336,serveciable
141102,Ludhiana,Punjab,30.88234,75.7,Dehradun,,,,232.211,serveciable
141103,Ludhiana,Punjab,30.81095,75.71,Dehradun,,,,229.3884,serveciable
141104,Ludhiana,Punjab,30.76702,75.64,Dehradun,,,,234.9022,serveciable
141105,Ludhiana,Punjab,30.7607,75.69,Dehradun,,,,230.08,serveciable
141106,Ludhiana,Punjab,30.74219,75.64,Dehradun,,,,234.3756,serveciable
141107,Ludhiana,Punjab,30.71733,75.62,Dehradun,,,,235.7628,serveciable
141108,Ludhiana,Punjab,30.68255,75.69,Dehradun,,,,228.5189,serveciable
141109,Ludhiana,Punjab,30.65425,75.61,Dehradun,,,,235.6042,serveciable
141110,Ludhiana,Punjab,30.92671,75.64,Dehradun,,,,239.0244,serveciable
141112,Ludhiana,Punjab,30.88484,76.02,Dehradun,,,,202.9217,serveciable
141113,Ludhiana,Punjab,30.84689,76.08,Dehradun,,,,196.2172,serveciable
141114,Ludhiana,Punjab,30.8405,76.19,Dehradun,,,,185.9631,serveciable
141115,Ludhiana,Punjab,30.94433,76.21,Dehradun,,,,187.9331,serveciable
141116,Ludhiana,Punjab,30.82175,75.85,Dehradun,,,,216.6661,serveciable
141117,Ludhiana,Punjab,30.68859,75.91,Dehradun,,,,207.9089,serveciable
141118,Ludhiana,Punjab,30.74638,75.87,Dehradun,,,,212.9142,serveciable
141119,Ludhiana,Punjab,30.62336,75.95,Dehradun,,,,202.9241,serveciable
141120,Ludhiana,Punjab,30.82925,75.97,Dehradun,,,,205.7869,serveciable
141121,Ludhiana,Punjab,30.92815,76.28,Dehradun,,,,181.0551,serveciable
141122,Ludhiana,Punjab,30.83404,75.91,Dehradun,,,,211.4588,serveciable
141123,Ludhiana,Punjab,30.89024,75.96,Dehradun,,,,208.5723,serveciable
141125,Ludhiana,Punjab,30.85797,76.27,Dehradun,,,,179.2982,serveciable
141126,Ludhiana,Punjab,30.93372,76.11,Dehradun,,,,196.4797,serveciable
141127,Ludhiana,Punjab,30.93878,76.04,Dehradun,,,,202.969,serveciable
141201,Ludhiana,Punjab,30.77667,75.81,Dehradun,,,,219.232,serveciable
141202,Ludhiana,Punjab,30.74655,75.74,Dehradun,,,,225.0859,serveciable
141203,Ludhiana,Punjab,30.76886,75.79,Dehradun,,,,220.9127,serveciable
141204,Ludhiana,Punjab,30.70141,75.81,Dehradun,,,,217.5705,serveciable
141205,Ludhiana,Punjab,30.68839,75.74,Dehradun,,,,223.9097,serveciable
141206,Ludhiana,Punjab,30.77259,75.9,Dehradun,,,,210.7453,serveciable
141401,Ludhiana,Punjab,30.70235,76.24,Dehradun,,,,177.326,serveciable
141411,Fatehgarh Sahib,Punjab,30.72986,76.31,Dehradun,,,,171.5577,serveciable
141412,Ludhiana,Punjab,30.75444,76.15,Dehradun,,,,187.049,serveciable
141413,Ludhiana,Punjab,30.6882,76.03,Dehradun,,,,196.6308,serveciable
141414,Ludhiana,Punjab,30.65406,76.13,Dehradun,,,,186.5209,serveciable
141415,Ludhiana,Punjab,30.60813,76.07,Dehradun,,,,191.3168,serveciable
141416,Ludhiana,Punjab,30.73103,76.05,Dehradun,,,,195.7434,serveciable
141417,Ludhiana,Punjab,30.75791,76.22,Dehradun,,,,180.6686,serveciable
141418,Ludhiana,Punjab,30.82448,76.05,Dehradun,,,,198.2803,serveciable
141419,Ludhiana,Punjab,30.72285,75.97,Dehradun,,,,203.0219,serveciable
141421,Ludhiana,Punjab,30.78135,76.03,Dehradun,,,,198.8979,serveciable
141422,Ludhiana,Punjab,30.79961,75.64,Dehradun,,,,235.6407,serveciable
141801,Fatehgarh Sahib,Punjab,30.81997,76.32,Dehradun,,,,173.4406,serveciable
142001,Moga,Punjab,30.83247,75.15,Dehradun,,,,282.2321,serveciable
142002,Moga,Punjab,30.82295,75.17,Dehradun,,,,280.1601,serveciable
142003,Moga,Punjab,30.79846,75.19,Dehradun,,,,277.7933,serveciable
142011,Moga,Punjab,30.78632,75.24,Dehradun,,,,272.8551,serveciable
142021,Ludhiana,Punjab,30.84865,75.75,Dehradun,,,,226.6549,serveciable
142022,Ludhiana,Punjab,30.85189,75.79,Dehradun,,,,223.0444,serveciable
142023,Ludhiana,Punjab,30.80646,75.56,Dehradun,,,,243.2719,serveciable
142024,Ludhiana,Punjab,30.8525,75.52,Dehradun,,,,248.1032,serveciable
142025,Ludhiana,Punjab,30.8884,75.6,Dehradun,,,,241.6185,serveciable
142026,Ludhiana,Punjab,30.78998,75.48,Dehradun,,,,250.3921,serveciable
142027,Ludhiana,Punjab,30.91711,75.74,Dehradun,,,,229.5529,serveciable
142029,Ludhiana,Punjab,30.80834,75.75,Dehradun,,,,225.6006,serveciable
142030,Ludhiana,Punjab,30.74306,75.53,Dehradun,,,,244.7323,serveciable
142031,Ludhiana,Punjab,30.61936,75.43,Dehradun,,,,252.1809,serveciable
142032,Ludhiana,Punjab,30.62737,75.51,Dehradun,,,,244.6882,serveciable
142033,Ludhiana,Punjab,30.91758,75.48,Dehradun,,,,253.5142,serveciable
142034,Ludhiana,Punjab,30.69475,75.5,Dehradun,,,,246.6745,serveciable
142035,Ludhiana,Punjab,30.70969,75.4,Dehradun,,,,256.3771,serveciable
142036,Ludhiana,Punjab,30.82729,75.42,Dehradun,,,,256.8319,serveciable
142037,Moga,Punjab,30.67015,75.3,Dehradun,,,,265.2195,serveciable
142038,Moga,Punjab,30.69594,75.11,Dehradun,,,,283.6077,serveciable
142039,Moga,Punjab,30.58987,75.35,Dehradun,,,,259.4395,serveciable
142040,Moga,Punjab,30.72177,75.23,Dehradun,,,,272.6457,serveciable
142041,Firozpur,Punjab,30.88869,75.33,Dehradun,,,,266.678,serveciable
142042,Moga,Punjab,30.96176,75.24,Dehradun,,,,276.9104,serveciable
142043,Moga,Punjab,30.97615,75.13,Dehradun,,,,287.4763,serveciable
142044,Firozpur,Punjab,31.09488,75.0,Dehradun,,,,302.7973,serveciable
142045,Moga,Punjab,30.57844,75.19,Dehradun,,,,274.5691,serveciable
142046,Moga,Punjab,30.57701,75.22,Dehradun,,,,271.6943,serveciable
142047,Firozpur,Punjab,30.98416,74.96,Dehradun,,,,303.448,serveciable
142048,Moga,Punjab,30.83328,75.04,Dehradun,,,,292.5764,serveciable
142049,Moga,Punjab,30.58274,75.02,Dehradun,,,,290.8242,serveciable
142053,Moga,Punjab,30.77987,75.34,Dehradun,,,,263.325,serveciable
142054,Moga,Punjab,30.8368,75.3,Dehradun,,,,268.2682,serveciable
142055,Moga,Punjab,30.57183,75.29,Dehradun,,,,264.9681,serveciable
142056,Moga,Punjab,30.67678,75.2,Dehradun,,,,274.7983,serveciable
142057,Moga,Punjab,30.5736,75.11,Dehradun,,,,282.1537,serveciable
142058,Moga,Punjab,30.96611,75.34,Dehradun,,,,267.7904,serveciable
142060,Firozpur,Punjab,30.78953,74.87,Dehradun,,,,307.7865,serveciable
143001,Amritsar,Punjab,31.63702,74.86,Dehradun,,,,336.1626,serveciable
143002,Amritsar,Punjab,31.69297,74.86,Dehradun,,,,338.8181,serveciable
143005,Amritsar,Punjab,31.63799,74.82,Dehradun,,,,339.6492,serveciable
143006,Amritsar,Punjab,31.59203,74.95,Dehradun,,,,326.329,serveciable
143008,Amritsar,Punjab,31.69849,74.9,Dehradun,,,,335.6835,serveciable
143009,Amritsar,Punjab,31.56027,74.83,Dehradun,,,,335.2842,serveciable
143022,Amritsar,Punjab,31.55815,74.9,Dehradun,,,,329.1067,serveciable
143101,Amritsar,Punjab,31.72956,74.79,Dehradun,,,,346.5504,serveciable
143102,Amritsar,Punjab,31.88063,74.75,Dehradun,,,,357.5246,serveciable
143103,Amritsar,Punjab,31.86699,74.84,Dehradun,,,,349.3187,serveciable
143105,Amritsar,Punjab,31.59318,74.77,Dehradun,,,,341.9525,serveciable
143111,Amritsar,Punjab,31.56263,75.16,Dehradun,,,,306.9383,serveciable
143112,Amritsar,Punjab,31.50055,75.19,Dehradun,,,,301.4166,serveciable
143113,Amritsar,Punjab,31.6362,75.0,Dehradun,,,,324.1416,serveciable
143114,Amritsar,Punjab,31.66544,75.24,Dehradun,,,,305.3947,serveciable
143115,Amritsar,Punjab,31.54755,75.04,Dehradun,,,,316.5175,serveciable
143116,Amritsar,Punjab,31.64181,75.12,Dehradun,,,,314.2397,serveciable
143117,Tarn Taran,Punjab,31.43677,75.08,Dehradun,,,,308.0989,serveciable
143118,Tarn Taran,Punjab,31.42203,75.15,Dehradun,,,,301.3429,serveciable
143119,Amritsar,Punjab,31.7109,75.14,Dehradun,,,,316.1221,serveciable
143149,Amritsar,Punjab,31.57901,75.07,Dehradun,,,,315.4159,serveciable
143201,Amritsar,Punjab,31.50968,75.25,Dehradun,,,,296.7007,serveciable
143202,Amritsar,Punjab,31.57862,75.26,Dehradun,,,,299.2375,serveciable
143203,Amritsar,Punjab,31.59979,75.35,Dehradun,,,,292.7657,serveciable
143204,Amritsar,Punjab,31.56112,75.31,Dehradun,,,,294.1333,serveciable
143205,Amritsar,Punjab,31.61546,75.27,Dehradun,,,,300.2758,serveciable
800002,Patna,Bihar,25.58037,85.11,Patna,,,,3.4439,serveciable
143302,Tarn Taran,Punjab,31.44112,74.85,Dehradun,,,,328.5102,serveciable
143401,Tarn Taran,Punjab,31.43141,74.92,Dehradun,,,,321.9332,serveciable
143406,Tarn Taran,Punjab,31.47818,75.03,Dehradun,,,,314.2631,serveciable
143407,Tarn Taran,Punjab,31.33566,75.08,Dehradun,,,,303.923,serveciable
143408,Tarn Taran,Punjab,31.22817,75.02,Dehradun,,,,305.2921,serveciable
143409,Tarn Taran,Punjab,31.31723,74.99,Dehradun,,,,311.226,serveciable
143410,Tarn Taran,Punjab,31.26031,74.94,Dehradun,,,,313.6365,serveciable
143411,Amritsar,Punjab,31.38387,74.97,Dehradun,,,,315.5931,serveciable
143412,Tarn Taran,Punjab,31.20503,74.93,Dehradun,,,,312.6525,serveciable
143413,Tarn Taran,Punjab,31.56193,74.97,Dehradun,,,,323.2181,serveciable
143415,Tarn Taran,Punjab,31.35312,74.85,Dehradun,,,,325.0889,serveciable
143422,Tarn Taran,Punjab,31.35025,75.12,Dehradun,,,,300.9633,serveciable
143501,Amritsar,Punjab,31.66209,74.97,Dehradun,,,,327.9545,serveciable
143502,Amritsar,Punjab,31.7248,75.04,Dehradun,,,,325.1992,serveciable
143504,Amritsar,Punjab,31.72786,75.09,Dehradun,,,,321.1808,serveciable
143505,Gurdaspur,Punjab,31.82517,75.19,Dehradun,,,,318.2715,serveciable
143506,Gurdaspur,Punjab,31.77142,75.29,Dehradun,,,,307.0938,serveciable
143507,Gurdaspur,Punjab,31.81235,75.13,Dehradun,,,,322.4423,serveciable
143511,Gurdaspur,Punjab,31.91577,75.18,Dehradun,,,,324.3362,serveciable
143512,Gurdaspur,Punjab,32.01581,75.16,Dehradun,,,,331.9639,serveciable
143513,Gurdaspur,Punjab,31.89034,75.04,Dehradun,,,,334.1538,serveciable
143514,Gurdaspur,Punjab,31.66756,75.36,Dehradun,,,,295.5697,serveciable
143515,Gurdaspur,Punjab,31.6879,75.47,Dehradun,,,,287.7167,serveciable
143516,Gurdaspur,Punjab,31.80317,75.38,Dehradun,,,,301.681,serveciable
143517,Gurdaspur,Punjab,31.86949,75.5,Dehradun,,,,296.2781,serveciable
143518,Gurdaspur,Punjab,31.87872,75.3,Dehradun,,,,312.5659,serveciable
143519,Gurdaspur,Punjab,31.96213,75.29,Dehradun,,,,318.456,serveciable
143520,Gurdaspur,Punjab,32.01076,75.32,Dehradun,,,,319.1949,serveciable
143521,Gurdaspur,Punjab,32.05852,75.4,Dehradun,,,,316.2052,serveciable
143525,Pathankot,Punjab,32.18802,75.38,Dehradun,,,,326.4934,serveciable
143526,Gurdaspur,Punjab,32.08644,75.27,Dehradun,,,,327.9167,serveciable
143527,Gurdaspur,Punjab,31.77889,75.49,Dehradun,,,,291.4644,serveciable
143528,Gurdaspur,Punjab,31.91916,75.46,Dehradun,,,,302.5331,serveciable
143529,Gurdaspur,Punjab,31.95904,75.4,Dehradun,,,,309.7149,serveciable
143530,Gurdaspur,Punjab,32.01966,75.47,Dehradun,,,,308.3335,serveciable
143531,Gurdaspur,Punjab,32.10512,75.5,Dehradun,,,,311.9131,serveciable
143532,Gurdaspur,Punjab,32.13176,75.39,Dehradun,,,,321.8867,serveciable
143533,Pathankot,Punjab,32.11851,75.55,Dehradun,,,,309.1892,serveciable
800004,Patna,Bihar,25.61803,85.16,Patna,,,,4.1089,serveciable
143601,Amritsar,Punjab,31.77138,74.97,Dehradun,,,,333.4702,serveciable
143602,Gurdaspur,Punjab,31.87774,74.97,Dehradun,,,,339.1699,serveciable
143603,Amritsar,Punjab,31.99331,74.91,Dehradun,,,,350.5508,serveciable
143604,Gurdaspur,Punjab,31.99559,75.02,Dehradun,,,,341.84,serveciable
143605,Gurdaspur,Punjab,31.94143,75.07,Dehradun,,,,334.6577,serveciable
143606,Amritsar,Punjab,31.82928,74.9,Dehradun,,,,342.3393,serveciable
144001,Jalandhar,Punjab,31.32229,75.59,Dehradun,,,,258.6457,serveciable
144002,Jalandhar,Punjab,31.30673,75.5,Dehradun,,,,265.7491,serveciable
144003,Jalandhar,Punjab,31.30281,75.57,Dehradun,,,,259.4856,serveciable
144004,Jalandhar,Punjab,31.38398,75.57,Dehradun,,,,263.2857,serveciable
144005,Jalandhar,Punjab,31.29219,75.65,Dehradun,,,,252.07,serveciable
144006,Jalandhar,Punjab,31.30468,75.61,Dehradun,,,,256.1046,serveciable
144007,Jalandhar,Punjab,31.32256,75.61,Dehradun,,,,256.9325,serveciable
144008,Jalandhar,Punjab,31.35335,75.56,Dehradun,,,,262.6817,serveciable
144009,Jalandhar,Punjab,31.33845,75.61,Dehradun,,,,257.679,serveciable
144010,Jalandhar,Punjab,31.3075,75.65,Dehradun,,,,252.7807,serveciable
144011,Jalandhar,Punjab,31.29385,75.58,Dehradun,,,,258.2128,serveciable
144012,Jalandhar,Punjab,31.41948,75.57,Dehradun,,,,265.0271,serveciable
144014,Jalandhar,Punjab,31.29818,75.54,Dehradun,,,,261.8854,serveciable
144020,Jalandhar,Punjab,31.23337,75.61,Dehradun,,,,252.9309,serveciable
144021,Jalandhar,Punjab,31.36216,75.54,Dehradun,,,,264.8169,serveciable
144022,Jalandhar,Punjab,31.27996,75.59,Dehradun,,,,256.7205,serveciable
144023,Jalandhar,Punjab,31.31504,75.64,Dehradun,,,,253.9954,serveciable
144024,Jalandhar,Punjab,31.26298,75.64,Dehradun,,,,251.6104,serveciable
144025,Jalandhar,Punjab,31.37527,75.64,Dehradun,,,,256.8897,serveciable
144026,Jalandhar,Punjab,31.261,75.53,Dehradun,,,,261.1325,serveciable
144027,Jalandhar,Punjab,31.38851,75.52,Dehradun,,,,267.7834,serveciable
144028,Jalandhar,Punjab,31.24195,75.47,Dehradun,,,,265.6098,serveciable
144029,Jalandhar,Punjab,31.07533,75.93,Dehradun,,,,218.0891,serveciable
144030,Jalandhar,Punjab,31.38081,75.77,Dehradun,,,,246.174,serveciable
144031,Jalandhar,Punjab,31.1184,75.68,Dehradun,,,,242.014,serveciable
144032,Jalandhar,Punjab,31.19152,75.63,Dehradun,,,,249.4008,serveciable
144033,Jalandhar,Punjab,31.1734,75.58,Dehradun,,,,253.0853,serveciable
144034,Jalandhar,Punjab,31.13176,75.63,Dehradun,,,,246.9918,serveciable
144035,Jalandhar,Punjab,31.04833,75.71,Dehradun,,,,236.6776,serveciable
144036,Jalandhar,Punjab,31.04108,75.64,Dehradun,,,,242.7329,serveciable
144037,Jalandhar,Punjab,31.08393,75.68,Dehradun,,,,240.6902,serveciable
